loss,accuracy,val_loss,val_accuracy,precision,recall,f1,auc
0.45981407165527344,0.8351764678955078,0.49640998244285583,0.8306666612625122,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.3590487241744995,0.8677451014518738,0.4135306179523468,0.846666693687439,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.3319889008998871,0.8778823614120483,0.37246280908584595,0.8669999837875366,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.3097648322582245,0.8858431577682495,0.3614228069782257,0.867111086845398,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.2933809757232666,0.890999972820282,0.3970300257205963,0.8543333411216736,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.2779676914215088,0.8963921666145325,0.424259215593338,0.8516666889190674,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.26245880126953125,0.9023137092590332,0.3455904722213745,0.8763333559036255,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.25468578934669495,0.9057058691978455,0.3846464157104492,0.8799999952316284,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.2435935139656067,0.9081176519393921,0.33753833174705505,0.8825555443763733,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.23249535262584686,0.9127451181411743,0.39441967010498047,0.8610000014305115,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.22988761961460114,0.9138235449790955,0.37418946623802185,0.8733333349227905,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.22451257705688477,0.9157842993736267,0.3790864646434784,0.8704444169998169,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.2156790792942047,0.91813725233078,0.35052424669265747,0.8784444332122803,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.2076098769903183,0.9220588207244873,0.34862977266311646,0.8798888921737671,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.2032507210969925,0.9236666560173035,0.35751378536224365,0.8797777891159058,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.19544214010238647,0.9272156953811646,0.3363393545150757,0.8885555267333984,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.18968060612678528,0.9271960854530334,0.3552091419696808,0.8867777585983276,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.17886245250701904,0.9326666593551636,0.362718403339386,0.8830000162124634,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.17402173578739166,0.9341176748275757,0.36702948808670044,0.8840000033378601,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.167837992310524,0.9372745156288147,0.36623284220695496,0.8840000033378601,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.1627008467912674,0.9384902119636536,0.4010373055934906,0.8802222013473511,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.15700951218605042,0.9414313435554504,0.3830815851688385,0.8784444332122803,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.15477555990219116,0.9411372542381287,0.4024393558502197,0.8748888969421387,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.15222428739070892,0.943117618560791,0.3728320002555847,0.8851110935211182,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.14511698484420776,0.9451568722724915,0.3973482847213745,0.8796666860580444,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.14050748944282532,0.9459607601165771,0.3810659945011139,0.8847777843475342,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.13748878240585327,0.9474902153015137,0.3867824077606201,0.8892222046852112,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.13272686302661896,0.9492549300193787,0.4285508692264557,0.8817777633666992,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
0.1285993903875351,0.9507843255996704,0.426426500082016,0.8790000081062317,0.8819475571609626,0.8785619729739755,0.8789743602297861,0.932506224403495
