loss,accuracy,val_loss,val_accuracy,precision,recall,f1
0.4867759346961975,0.8269215822219849,0.410348504781723,0.8536666631698608,0.8980505474849796,0.8973247482541309,0.897092649288046
0.3637469708919525,0.8674509525299072,0.3804103136062622,0.8601111173629761,0.8980505474849796,0.8973247482541309,0.897092649288046
0.3275444209575653,0.8797842860221863,0.37372052669525146,0.8633333444595337,0.8980505474849796,0.8973247482541309,0.897092649288046
0.3026178479194641,0.887333333492279,0.3242049217224121,0.8802222013473511,0.8980505474849796,0.8973247482541309,0.897092649288046
0.2817955017089844,0.8951372504234314,0.3254786431789398,0.8805555701255798,0.8980505474849796,0.8973247482541309,0.897092649288046
0.2690744996070862,0.8999412059783936,0.3095967471599579,0.887333333492279,0.8980505474849796,0.8973247482541309,0.897092649288046
0.25363701581954956,0.905803918838501,0.33344346284866333,0.8757777810096741,0.8980505474849796,0.8973247482541309,0.897092649288046
0.24086640775203705,0.9103137254714966,0.3264082670211792,0.8861111402511597,0.8980505474849796,0.8973247482541309,0.897092649288046
0.23113615810871124,0.9128823280334473,0.309256374835968,0.8913333415985107,0.8980505474849796,0.8973247482541309,0.897092649288046
0.21904151141643524,0.918666660785675,0.3373720049858093,0.8887777924537659,0.8980505474849796,0.8973247482541309,0.897092649288046
0.21085484325885773,0.9206274747848511,0.31922629475593567,0.8892222046852112,0.8980505474849796,0.8973247482541309,0.897092649288046
0.2015954554080963,0.9243137240409851,0.35771602392196655,0.8808888792991638,0.8980505474849796,0.8973247482541309,0.897092649288046
0.19488893449306488,0.926784336566925,0.3243385851383209,0.891777753829956,0.8980505474849796,0.8973247482541309,0.897092649288046
0.18824030458927155,0.9293725490570068,0.3261687159538269,0.890999972820282,0.8980505474849796,0.8973247482541309,0.897092649288046
0.1785261332988739,0.9332352876663208,0.3210375905036926,0.8920000195503235,0.8980505474849796,0.8973247482541309,0.897092649288046
0.17403538525104523,0.9343529343605042,0.3226191997528076,0.8941110968589783,0.8980505474849796,0.8973247482541309,0.897092649288046
0.16734063625335693,0.9375882148742676,0.3137325942516327,0.8935555815696716,0.8980505474849796,0.8973247482541309,0.897092649288046
0.16109789907932281,0.9396666884422302,0.3160589933395386,0.8976666927337646,0.8980505474849796,0.8973247482541309,0.897092649288046
0.15841813385486603,0.9400588274002075,0.326044499874115,0.895111083984375,0.8980505474849796,0.8973247482541309,0.897092649288046
0.1525150090456009,0.9428235292434692,0.340856671333313,0.8937777876853943,0.8980505474849796,0.8973247482541309,0.897092649288046
0.14583046734333038,0.9455490112304688,0.33318373560905457,0.8978888988494873,0.8980505474849796,0.8973247482541309,0.897092649288046
0.14271290600299835,0.9464117884635925,0.34775853157043457,0.8932222127914429,0.8980505474849796,0.8973247482541309,0.897092649288046
0.13550375401973724,0.9492549300193787,0.35126039385795593,0.8920000195503235,0.8980505474849796,0.8973247482541309,0.897092649288046
0.13022319972515106,0.9520392417907715,0.36363720893859863,0.8918889164924622,0.8980505474849796,0.8973247482541309,0.897092649288046
0.1285315454006195,0.9520784020423889,0.3627499043941498,0.8948888778686523,0.8980505474849796,0.8973247482541309,0.897092649288046
0.12387668341398239,0.9538235068321228,0.3382502794265747,0.8995555639266968,0.8980505474849796,0.8973247482541309,0.897092649288046
0.11947596818208694,0.9552353024482727,0.35894331336021423,0.8966666460037231,0.8980505474849796,0.8973247482541309,0.897092649288046
0.11790911108255386,0.9555882215499878,0.4081965982913971,0.8916666507720947,0.8980505474849796,0.8973247482541309,0.897092649288046
0.11295522004365921,0.9582744836807251,0.3623955547809601,0.8976666927337646,0.8980505474849796,0.8973247482541309,0.897092649288046
0.1081523597240448,0.9593921303749084,0.40445056557655334,0.8938888907432556,0.8980505474849796,0.8973247482541309,0.897092649288046
0.11264839768409729,0.9589019417762756,0.4117985665798187,0.8930000066757202,0.8980505474849796,0.8973247482541309,0.897092649288046
0.10281770676374435,0.9612745046615601,0.3953613042831421,0.8965555429458618,0.8980505474849796,0.8973247482541309,0.897092649288046
0.1031908392906189,0.9620000123977661,0.42767781019210815,0.8885555267333984,0.8980505474849796,0.8973247482541309,0.897092649288046
0.09721674025058746,0.9628627300262451,0.4121921956539154,0.8942221999168396,0.8980505474849796,0.8973247482541309,0.897092649288046
0.09581860154867172,0.9646666646003723,0.4026409089565277,0.8963333368301392,0.8980505474849796,0.8973247482541309,0.897092649288046
0.09198712557554245,0.9656274318695068,0.4088047444820404,0.895111083984375,0.8980505474849796,0.8973247482541309,0.897092649288046
0.08971326053142548,0.9666666388511658,0.4215541481971741,0.8967777490615845,0.8980505474849796,0.8973247482541309,0.897092649288046
0.08829301595687866,0.9671961069107056,0.43063563108444214,0.897777795791626,0.8980505474849796,0.8973247482541309,0.897092649288046
0.0862933024764061,0.9680784344673157,0.4938713610172272,0.8897777795791626,0.8980505474849796,0.8973247482541309,0.897092649288046
0.08425533026456833,0.9676862955093384,0.4296529293060303,0.8967777490615845,0.8980505474849796,0.8973247482541309,0.897092649288046
