loss,accuracy,val_loss,val_accuracy,precision,recall,f1,auc
0.6166523098945618,0.7955882549285889,0.45918700098991394,0.8342221975326538,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.42044344544410706,0.8512352705001831,0.41250696778297424,0.8513333201408386,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.38247042894363403,0.8641176223754883,0.38965556025505066,0.8581110835075378,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.35764238238334656,0.8713333606719971,0.3636186122894287,0.867222249507904,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.34025338292121887,0.8778823614120483,0.3503890037536621,0.8717777729034424,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.3236575126647949,0.8830588459968567,0.3389749228954315,0.8736666440963745,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.3113795220851898,0.8859215974807739,0.34044015407562256,0.8767777681350708,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.2992980182170868,0.8905293941497803,0.3436099886894226,0.874666690826416,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.2883515954017639,0.8948235511779785,0.32461896538734436,0.8812222480773926,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.27945491671562195,0.8977058529853821,0.32415372133255005,0.8808888792991638,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.27026090025901794,0.9015882611274719,0.31836944818496704,0.8815555572509766,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.263368159532547,0.9035294055938721,0.3202710449695587,0.8826666474342346,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.2556266486644745,0.9059804081916809,0.319109171628952,0.8838889002799988,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.24933569133281708,0.9082353115081787,0.3131941556930542,0.8875555396080017,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.24275867640972137,0.9106470346450806,0.3149772584438324,0.8870000243186951,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.23717381060123444,0.9131568670272827,0.310032457113266,0.886888861656189,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.23013940453529358,0.9154117703437805,0.30743998289108276,0.8898888826370239,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.22424247860908508,0.9177255034446716,0.30252352356910706,0.8905555605888367,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.2190096527338028,0.9199411869049072,0.3092581629753113,0.8863333463668823,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.2136894166469574,0.9218039512634277,0.31240928173065186,0.8866666555404663,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.20893970131874084,0.92396080493927,0.29748016595840454,0.891777753829956,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.20213760435581207,0.9270980358123779,0.31984618306159973,0.8863333463668823,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.1983511745929718,0.9273725748062134,0.30392155051231384,0.8911111354827881,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.19374999403953552,0.9294902086257935,0.32048431038856506,0.8886666893959045,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.19017212092876434,0.9310980439186096,0.309103399515152,0.8896666765213013,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.1844738870859146,0.9343725442886353,0.2972906827926636,0.8943333625793457,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.18074454367160797,0.9350784420967102,0.30739626288414,0.8953333497047424,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.17613685131072998,0.9361568689346313,0.3096446096897125,0.8913333415985107,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.1717374324798584,0.9391372799873352,0.3087228834629059,0.8927778005599976,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.1696496605873108,0.9385882616043091,0.3109399378299713,0.8904444575309753,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.16516771912574768,0.941529393196106,0.31152424216270447,0.8926666378974915,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.16117353737354279,0.9421960711479187,0.3051551580429077,0.8943333625793457,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.1579998880624771,0.9436274766921997,0.30384084582328796,0.8941110968589783,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.153668612241745,0.9449803829193115,0.3118760287761688,0.8920000195503235,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.15116718411445618,0.9471372365951538,0.31252315640449524,0.8927778005599976,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.1465640664100647,0.9492549300193787,0.3091759979724884,0.8943333625793457,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.14380812644958496,0.9494313597679138,0.3154979348182678,0.8927778005599976,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.14038971066474915,0.9507843255996704,0.3416692316532135,0.8838889002799988,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.136585995554924,0.9527058601379395,0.3227114677429199,0.8914444446563721,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
0.1340993195772171,0.952470600605011,0.3188283443450928,0.8938888907432556,0.8960942848069384,0.8946448586674995,0.894948016834879,0.9414233257009329
